created_at;full_text;label;casefold;cleaned;tokens;stopword_removed;stemmed;final_text
Sat Dec 20 14:22:30 +0000 2025;CHANEL Beauty with KARINA #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ #CHANELBeauty #ìƒ¤ë„¬ë·°í‹° #ìƒ¤ë„¬ë©”ì´í¬ì—… https://t.co/4JwSMzE1hC;Informasi;chanel beauty with karina #aespa #ã¦spa #ì—ìš¤íœœ #karina #ì¹´ë¦¬ë‚˜ #chanelbeauty #ìƒ¤ë„¬ë·°í‹° #ìƒ¤ë„¬ë©”ì´í¬ì—… https://t.co/4jwsmze1hc;chanel beauty with karina aespa spa karina chanelbeauty;['chanel', 'beauty', 'with', 'karina', 'aespa', 'spa', 'karina', 'chanelbeauty'];['chanel', 'beauty', 'karina', 'karina', 'chanelbeauty'];['chanel', 'beauty', 'karina', 'karina', 'chanelbeauty'];chanel beauty karina karina chanelbeauty
Mon Dec 01 08:00:53 +0000 2025;everyone who has met aespa has nothing but kind words that's why I'll never take mean girl allegations seriously https://t.co/XDGwaMbZDh;Opini/Ekspresi;everyone who has met aespa has nothing but kind words that's why i'll never take mean girl allegations seriously https://t.co/xdgwambzdh;everyone who has met aespa has nothing but kind words that s why i ll never take mean girl allegations seriously;['everyone', 'who', 'has', 'met', 'aespa', 'has', 'nothing', 'but', 'kind', 'words', 'that', 's', 'why', 'i', 'll', 'never', 'take', 'mean', 'girl', 'allegations', 'seriously'];['everyone', 'met', 'nothing', 'kind', 'words', 'never', 'take', 'mean', 'girl', 'allegations', 'seriously'];['everyone', 'met', 'nothing', 'kind', 'words', 'never', 'take', 'mean', 'girl', 'allegations', 'seriously'];everyone met nothing kind words never take mean girl allegations seriously
Mon Dec 22 19:27:15 +0000 2025;ELLE KOREA with WINTER #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° #ELLEKOREA #espoir https://t.co/EDSBbz5elM;Informasi;elle korea with winter #aespa #ã¦spa #ì—ìš¤íœœ #winter #ìœˆí„° #ellekorea #espoir https://t.co/edsbbz5elm;elle korea with winter aespa spa winter ellekorea espoir;['elle', 'korea', 'with', 'winter', 'aespa', 'spa', 'winter', 'ellekorea', 'espoir'];['elle', 'korea', 'winter', 'winter', 'ellekorea', 'espoir'];['elle', 'korea', 'winter', 'winter', 'ellekorea', 'espoir'];elle korea winter winter ellekorea espoir
Mon Dec 22 01:40:05 +0000 2025;i'm cryingsjdhjd this moment when aespa realizes their outfits are kind of matching with boynextdoor's https://t.co/bBJ8sGOkpk;Opini/Ekspresi;i'm cryingsjdhjd this moment when aespa realizes their outfits are kind of matching with boynextdoor's https://t.co/bbj8sgokpk;i m cryingsjdhjd this moment when aespa realizes their outfits are kind of matching with boynextdoor s;['i', 'm', 'cryingsjdhjd', 'this', 'moment', 'when', 'aespa', 'realizes', 'their', 'outfits', 'are', 'kind', 'of', 'matching', 'with', 'boynextdoor', 's'];['cryingsjdhjd', 'moment', 'realizes', 'outfits', 'kind', 'matching', 'boynextdoor'];['cryingsjdhjd', 'moment', 'realizes', 'outfits', 'kind', 'matching', 'boynextdoor'];cryingsjdhjd moment realizes outfits kind matching boynextdoor
Mon Dec 22 06:51:38 +0000 2025;AESPA PERFORMING DRIFT AT MMA 2025 https://t.co/DGPH5D0mx2;Informasi;aespa performing drift at mma 2025 https://t.co/dgph5d0mx2;aespa performing drift at mma;['aespa', 'performing', 'drift', 'at', 'mma'];['performing', 'drift', 'mma'];['performing', 'drift', 'mma'];performing drift mma
Sat Dec 20 11:55:48 +0000 2025;aespa my COVID babies https://t.co/qKdswWqfcN;Opini/Ekspresi;aespa my covid babies https://t.co/qkdswwqfcn;aespa my covid babies;['aespa', 'my', 'covid', 'babies'];['covid', 'babies'];['covid', 'babies'];covid babies
Mon Dec 22 01:57:03 +0000 2025;this picture of aespa is so insane https://t.co/xGt65VaWPY;Opini/Ekspresi;this picture of aespa is so insane https://t.co/xgt65vawpy;this picture of aespa is so insane;['this', 'picture', 'of', 'aespa', 'is', 'so', 'insane'];['picture', 'insane'];['picture', 'insane'];picture insane
Fri Dec 19 15:04:12 +0000 2025;Turtlez reaction to aespa during Next Level era https://t.co/JYmXcL3758;Informasi;turtlez reaction to aespa during next level era https://t.co/jymxcl3758;turtlez reaction to aespa during next level era;['turtlez', 'reaction', 'to', 'aespa', 'during', 'next', 'level', 'era'];['turtlez', 'reaction', 'next', 'level', 'era'];['turtlez', 'reaction', 'next', 'level', 'era'];turtlez reaction next level era
Mon Dec 22 20:00:50 +0000 2025;dare i say drama is aespa s most satisfying choreo to date https://t.co/FGFfLRocw9;Opini/Ekspresi;dare i say drama is aespa s most satisfying choreo to date https://t.co/fgfflrocw9;dare i say drama is aespa s most satisfying choreo to date;['dare', 'i', 'say', 'drama', 'is', 'aespa', 's', 'most', 'satisfying', 'choreo', 'to', 'date'];['dare', 'say', 'drama', 'satisfying', 'choreo', 'date'];['dare', 'say', 'drama', 'satisfying', 'choreo', 'date'];dare say drama satisfying choreo date
Wed Dec 17 19:30:54 +0000 2025; mean girls when aespa was moving like an organizer yesterday ensuring everyone is seated. gave up their own space that theyre sitting on each other s lap and on a freakin table so the rookies can sit;Opini/Ekspresi; mean girls when aespa was moving like an organizer yesterday ensuring everyone is seated. gave up their own space that theyre sitting on each other s lap and on a freakin table so the rookies can sit;mean girls when aespa was moving like an organizer yesterday ensuring everyone is seated gave up their own space that theyre sitting on each other s lap and on a freakin table so the rookies can sit;['mean', 'girls', 'when', 'aespa', 'was', 'moving', 'like', 'an', 'organizer', 'yesterday', 'ensuring', 'everyone', 'is', 'seated', 'gave', 'up', 'their', 'own', 'space', 'that', 'theyre', 'sitting', 'on', 'each', 'other', 's', 'lap', 'and', 'on', 'a', 'freakin', 'table', 'so', 'the', 'rookies', 'can', 'sit'];['mean', 'girls', 'moving', 'like', 'organizer', 'yesterday', 'ensuring', 'everyone', 'seated', 'gave', 'space', 'theyre', 'sitting', 'lap', 'freakin', 'table', 'rookies', 'sit'];['mean', 'girls', 'moving', 'like', 'organizer', 'yesterday', 'ensuring', 'everyone', 'seated', 'gave', 'space', 'theyre', 'sitting', 'lap', 'freakin', 'table', 'rookies', 'sit'];mean girls moving like organizer yesterday ensuring everyone seated gave space theyre sitting lap freakin table rookies sit
Sun Dec 21 15:17:59 +0000 2025;A huge aespa x Nongshim Shin Ramyun ice sculpture is on display at Harbin Ice &amp;Informasi;a huge aespa x nongshim shin ramyun ice sculpture is on display at harbin ice &amp;a huge aespa x nongshim shin ramyun ice sculpture is on display at harbin ice amp;['a', 'huge', 'aespa', 'x', 'nongshim', 'shin', 'ramyun', 'ice', 'sculpture', 'is', 'on', 'display', 'at', 'harbin', 'ice', 'amp'];['huge', 'x', 'nongshim', 'shin', 'ramyun', 'ice', 'sculpture', 'display', 'harbin', 'ice'];['huge', 'x', 'nongshim', 'shin', 'ramyun', 'ice', 'sculpture', 'display', 'harbin', 'ice'];huge x nongshim shin ramyun ice sculpture display harbin ice
Mon Dec 22 15:25:38 +0000 2025;251220 MMA She s on fire #WINTER #ìœˆí„° #aespa #Ã¦spa #ì—ìŠ¤íŒŒ https://t.co/RQvSUDm276;Informasi;251220 mma she s on fire #winter #ìœˆí„° #aespa #ã¦spa #ì—ìš¤íœœ https://t.co/rqvsudm276;mma she s on fire winter aespa spa;['mma', 'she', 's', 'on', 'fire', 'winter', 'aespa', 'spa'];['mma', 'fire', 'winter'];['mma', 'fire', 'winter'];mma fire winter
Sat Dec 20 14:37:08 +0000 2025;251207 SM fansign event #ningning #ë‹ë‹ #å¯§å¯§ #å®å® #NINGNING #å¯§è—å“ #å®è‰ºå“ #aespa https://t.co/oVGYi9CW7p;Informasi;251207 sm fansign event #ningning #ë‹ë‹ #å¯§å¯§ #å®å® #ningning #å¯§è—å“ #å®è‰ºå“ #aespa https://t.co/ovgyi9cw7p;sm fansign event ningning ningning aespa;['sm', 'fansign', 'event', 'ningning', 'ningning', 'aespa'];['sm', 'fansign', 'event', 'ningning', 'ningning'];['sm', 'fansign', 'event', 'ningning', 'ningning'];sm fansign event ningning ningning
Mon Dec 22 08:56:34 +0000 2025;251220 #TWS #íˆ¬ì–´ìŠ¤ wlive Kyungmin bowing to aespa sbn before opening his pizza box https://t.co/ovkIdcVvMu;Informasi;251220 #tws #íˆ¬ì–´ìš¤ wlive kyungmin bowing to aespa sbn before opening his pizza box https://t.co/ovkidcvvmu;tws wlive kyungmin bowing to aespa sbn before opening his pizza box;['tws', 'wlive', 'kyungmin', 'bowing', 'to', 'aespa', 'sbn', 'before', 'opening', 'his', 'pizza', 'box'];['tws', 'wlive', 'kyungmin', 'bowing', 'sbn', 'opening', 'pizza', 'box'];['tws', 'wlive', 'kyungmin', 'bowing', 'sbn', 'opening', 'pizza', 'box'];tws wlive kyungmin bowing sbn opening pizza box
Fri Dec 19 17:47:16 +0000 2025;mulmyungz are so cute during aespa s rich man performance every time the lyrics go i am a rich man jaehyun keeps saying i m not a rich man then leehan noticed him.. ? i m not a rich man *pats jaehyun s shoulder* https://t.co/lbadosxNfh;Opini/Ekspresi;mulmyungz are so cute during aespa s rich man performance every time the lyrics go i am a rich man jaehyun keeps saying i m not a rich man then leehan noticed him.. ? i m not a rich man *pats jaehyun s shoulder* https://t.co/lbadosxnfh;mulmyungz are so cute during aespa s rich man performance every time the lyrics go i am a rich man jaehyun keeps saying i m not a rich man then leehan noticed him i m not a rich man pats jaehyun s shoulder;['mulmyungz', 'are', 'so', 'cute', 'during', 'aespa', 's', 'rich', 'man', 'performance', 'every', 'time', 'the', 'lyrics', 'go', 'i', 'am', 'a', 'rich', 'man', 'jaehyun', 'keeps', 'saying', 'i', 'm', 'not', 'a', 'rich', 'man', 'then', 'leehan', 'noticed', 'him', 'i', 'm', 'not', 'a', 'rich', 'man', 'pats', 'jaehyun', 's', 'shoulder'];['mulmyungz', 'cute', 'rich', 'man', 'performance', 'every', 'time', 'lyrics', 'go', 'rich', 'man', 'jaehyun', 'keeps', 'saying', 'rich', 'man', 'leehan', 'noticed', 'rich', 'man', 'pats', 'jaehyun', 'shoulder'];['mulmyungz', 'cute', 'rich', 'man', 'performance', 'every', 'time', 'lyrics', 'go', 'rich', 'man', 'jaehyun', 'keeps', 'saying', 'rich', 'man', 'leehan', 'noticed', 'rich', 'man', 'pats', 'jaehyun', 'shoulder'];mulmyungz cute rich man performance every time lyrics go rich man jaehyun keeps saying rich man leehan noticed rich man pats jaehyun shoulder
Sat Dec 20 17:52:18 +0000 2025; Best Group Female winners at the MelOn Music Awards: 2021: aespa 2022: IVE 2023: NewJeans 2024: aespa 2025: IVE;Informasi; best group female winners at the melon music awards: 2021: aespa 2022: ive 2023: newjeans 2024: aespa 2025: ive;best group female winners at the melon music awards aespa ive newjeans aespa ive;['best', 'group', 'female', 'winners', 'at', 'the', 'melon', 'music', 'awards', 'aespa', 'ive', 'newjeans', 'aespa', 'ive'];['best', 'group', 'female', 'winners', 'melon', 'music', 'awards', 'ive', 'newjeans', 'ive'];['best', 'group', 'female', 'winners', 'melon', 'music', 'awards', 'ive', 'newjeans', 'ive'];best group female winners melon music awards ive newjeans ive
Sat Dec 20 09:37:51 +0000 2025;ELLE KOREA with WINTER #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° #ELLEKOREA #espoir https://t.co/4qSv2QoMZr;Informasi;elle korea with winter #aespa #ã¦spa #ì—ìš¤íœœ #winter #ìœˆí„° #ellekorea #espoir https://t.co/4qsv2qomzr;elle korea with winter aespa spa winter ellekorea espoir;['elle', 'korea', 'with', 'winter', 'aespa', 'spa', 'winter', 'ellekorea', 'espoir'];['elle', 'korea', 'winter', 'winter', 'ellekorea', 'espoir'];['elle', 'korea', 'winter', 'winter', 'ellekorea', 'espoir'];elle korea winter winter ellekorea espoir
Mon Dec 22 01:47:41 +0000 2025;love the similarities yet both are unique in their own ways. https://t.co/bOChxfWDCe;Opini/Ekspresi;love the similarities yet both are unique in their own ways. https://t.co/bochxfwdce;love the similarities yet both are unique in their own ways;['love', 'the', 'similarities', 'yet', 'both', 'are', 'unique', 'in', 'their', 'own', 'ways'];['love', 'similarities', 'yet', 'unique', 'ways'];['love', 'similarities', 'yet', 'unique', 'ways'];love similarities yet unique ways
Sat Dec 20 13:54:00 +0000 2025;ningning posted the girls on her instagram.. i love my faemily https://t.co/7sNVpADRRv;Informasi;ningning posted the girls on her instagram.. i love my faemily https://t.co/7snvpadrrv;ningning posted the girls on her instagram i love my faemily;['ningning', 'posted', 'the', 'girls', 'on', 'her', 'instagram', 'i', 'love', 'my', 'faemily'];['ningning', 'posted', 'girls', 'instagram', 'love', 'faemily'];['ningning', 'posted', 'girls', 'instagram', 'love', 'faemily'];ningning posted girls instagram love faemily
Tue Dec 23 13:22:19 +0000 2025;SM FAMILY at red carpet Melon Music Awards 2025 [MMA2025] #EXO #aespa #RIIZE #NCTWISH #Hearts2Hearts https://t.co/WUL4dDOOmm;Informasi;sm family at red carpet melon music awards 2025 [mma2025] #exo #aespa #riize #nctwish #hearts2hearts https://t.co/wul4ddoomm;sm family at red carpet melon music awards mma exo aespa riize nctwish hearts hearts;['sm', 'family', 'at', 'red', 'carpet', 'melon', 'music', 'awards', 'mma', 'exo', 'aespa', 'riize', 'nctwish', 'hearts', 'hearts'];['sm', 'family', 'red', 'carpet', 'melon', 'music', 'awards', 'mma', 'exo', 'riize', 'nctwish', 'hearts', 'hearts'];['sm', 'family', 'red', 'carpet', 'melon', 'music', 'awards', 'mma', 'exo', 'riize', 'nctwish', 'hearts', 'hearts'];sm family red carpet melon music awards mma exo riize nctwish hearts hearts
Tue Dec 23 13:23:56 +0000 2025;#aespa Rich Man at MMA 2025 https://t.co/q0x2AljvEZ;Informasi;#aespa rich man at mma 2025 https://t.co/q0x2aljvez;aespa rich man at mma;['aespa', 'rich', 'man', 'at', 'mma'];['rich', 'man', 'mma'];['rich', 'man', 'mma'];rich man mma
Sat Dec 20 12:08:48 +0000 2025;shotaro to aespa is what suho is to rv;Opini/Ekspresi;shotaro to aespa is what suho is to rv;shotaro to aespa is what suho is to rv;['shotaro', 'to', 'aespa', 'is', 'what', 'suho', 'is', 'to', 'rv'];['shotaro', 'suho', 'rv'];['shotaro', 'suho', 'rv'];shotaro suho rv
Sun Dec 21 15:45:06 +0000 2025;aespa saw that their juniors alpha drive one didn t have seats so they stood up and told them to sit and then shared two seats after aespa are literally the kindest https://t.co/eApTGgEmK4;Opini/Ekspresi;aespa saw that their juniors alpha drive one didn t have seats so they stood up and told them to sit and then shared two seats after aespa are literally the kindest https://t.co/eaptggemk4;aespa saw that their juniors alpha drive one didn t have seats so they stood up and told them to sit and then shared two seats after aespa are literally the kindest;['aespa', 'saw', 'that', 'their', 'juniors', 'alpha', 'drive', 'one', 'didn', 't', 'have', 'seats', 'so', 'they', 'stood', 'up', 'and', 'told', 'them', 'to', 'sit', 'and', 'then', 'shared', 'two', 'seats', 'after', 'aespa', 'are', 'literally', 'the', 'kindest'];['saw', 'juniors', 'alpha', 'drive', 'one', 'seats', 'stood', 'told', 'sit', 'shared', 'two', 'seats', 'literally', 'kindest'];['saw', 'juniors', 'alpha', 'drive', 'one', 'seats', 'stood', 'told', 'sit', 'shared', 'two', 'seats', 'literally', 'kindest'];saw juniors alpha drive one seats stood told sit shared two seats literally kindest
Sat Dec 20 16:34:19 +0000 2025;THE LIVE VOCALS AND DANCE BREAK?? AESPA THIS IS CRAZY https://t.co/z2XlClEDdw;Opini/Ekspresi;the live vocals and dance break?? aespa this is crazy https://t.co/z2xlcleddw;the live vocals and dance break aespa this is crazy;['the', 'live', 'vocals', 'and', 'dance', 'break', 'aespa', 'this', 'is', 'crazy'];['live', 'vocals', 'dance', 'break', 'crazy'];['live', 'vocals', 'dance', 'break', 'crazy'];live vocals dance break crazy
Sat Dec 20 12:04:26 +0000 2025;CHANEL Beauty with KARINA #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ #CHANELBeauty #ìƒ¤ë„¬ë·°í‹° #ìƒ¤ë„¬ë©”ì´í¬ì—… https://t.co/lDSVubbtBv;Informasi;chanel beauty with karina #aespa #ã¦spa #ì—ìš¤íœœ #karina #ì¹´ë¦¬ë‚˜ #chanelbeauty #ìƒ¤ë„¬ë·°í‹° #ìƒ¤ë„¬ë©”ì´í¬ì—… https://t.co/ldsvubbtbv;chanel beauty with karina aespa spa karina chanelbeauty;['chanel', 'beauty', 'with', 'karina', 'aespa', 'spa', 'karina', 'chanelbeauty'];['chanel', 'beauty', 'karina', 'karina', 'chanelbeauty'];['chanel', 'beauty', 'karina', 'karina', 'chanelbeauty'];chanel beauty karina karina chanelbeauty
Mon Dec 01 08:01:51 +0000 2025;4 years ago today aespa released Dreams Come True. https://t.co/HWiG1wvl9B;Informasi;4 years ago today aespa released dreams come true. https://t.co/hwig1wvl9b;years ago today aespa released dreams come true;['years', 'ago', 'today', 'aespa', 'released', 'dreams', 'come', 'true'];['years', 'ago', 'today', 'released', 'dreams', 'come', 'true'];['years', 'ago', 'today', 'released', 'dreams', 'come', 'true'];years ago today released dreams come true
Fri Dec 19 08:00:01 +0000 2025;most awarded 4th gen groups at music awards of all time: MMA: aespa (18) MAMA: aespa (12) SMA: aespa &amp;Informasi;most awarded 4th gen groups at music awards of all time: mma: aespa (18) mama: aespa (12) sma: aespa &amp;most awarded th gen groups at music awards of all time mma aespa mama aespa sma aespa amp;['most', 'awarded', 'th', 'gen', 'groups', 'at', 'music', 'awards', 'of', 'all', 'time', 'mma', 'aespa', 'mama', 'aespa', 'sma', 'aespa', 'amp'];['awarded', 'th', 'gen', 'groups', 'music', 'awards', 'time', 'mma', 'mama', 'sma'];['awarded', 'th', 'gen', 'groups', 'music', 'awards', 'time', 'mma', 'mama', 'sma'];awarded th gen groups music awards time mma mama sma
Mon Dec 22 17:44:13 +0000 2025;still aespa's best solo song https://t.co/NGO4Rp5RGl;Opini/Ekspresi;still aespa's best solo song https://t.co/ngo4rp5rgl;still aespa s best solo song;['still', 'aespa', 's', 'best', 'solo', 'song'];['still', 'best', 'solo', 'song'];['still', 'best', 'solo', 'song'];still best solo song
Fri Dec 19 19:35:44 +0000 2025;251220 MMA Dirty Work #aespa #ì—ìŠ¤íŒŒ #ìœˆí„° #WINTER #ã‚¦ã‚£ãƒ³ã‚¿ãƒ¼ #é‡‘æ—¼ç‚¡ https://t.co/XjxPt9xOTv;Informasi;251220 mma dirty work #aespa #ì—ìš¤íœœ #ìœˆí„° #winter #ã‚¦ã‚£ãƒ³ã‚¿ãƒ¼ #é‡‘æ—¼ç‚¡ https://t.co/xjxpt9xotv;mma dirty work aespa winter;['mma', 'dirty', 'work', 'aespa', 'winter'];['mma', 'dirty', 'work', 'winter'];['mma', 'dirty', 'work', 'winter'];mma dirty work winter
Sat Dec 20 17:05:39 +0000 2025;251220 So Hot #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ #ã‚¸ã‚¼ãƒ« https://t.co/cgj2BXioI1;Opini/Ekspresi;251220 so hot #aespa #ã¦spa #ì—ìš¤íœœ #giselle #ì§€ì ¤ #ã‚¸ã‚¼ãƒ« https://t.co/cgj2bxioi1;so hot aespa spa giselle;['so', 'hot', 'aespa', 'spa', 'giselle'];['hot', 'giselle'];['hot', 'giselle'];hot giselle
Mon Dec 22 15:50:49 +0000 2025;100% live and choreo ON POINT. NEVER speak on aespa https://t.co/DICDl2eAqR;Opini/Ekspresi;100% live and choreo on point. never speak on aespa https://t.co/dicdl2eaqr;live and choreo on point never speak on aespa;['live', 'and', 'choreo', 'on', 'point', 'never', 'speak', 'on', 'aespa'];['live', 'choreo', 'point', 'never', 'speak'];['live', 'choreo', 'point', 'never', 'speak'];live choreo point never speak
Fri Dec 19 15:06:04 +0000 2025;#NINGNING imnotningning instagram update https://t.co/2s6RNtYDO4;Informasi;#ningning imnotningning instagram update https://t.co/2s6rntydo4;ningning imnotningning instagram update;['ningning', 'imnotningning', 'instagram', 'update'];['ningning', 'imnotningning', 'instagram', 'update'];['ningning', 'imnotningning', 'instagram', 'update'];ningning imnotningning instagram update
Mon Dec 22 21:28:32 +0000 2025;Some knetz comments on instiz about aespa &amp;Informasi;some knetz comments on instiz about aespa &amp;some knetz comments on instiz about aespa amp;['some', 'knetz', 'comments', 'on', 'instiz', 'about', 'aespa', 'amp'];['knetz', 'comments', 'instiz'];['knetz', 'comments', 'instiz'];knetz comments instiz
Sun Dec 21 13:33:39 +0000 2025;forever obsessed with the emotion and drama karina s voice adds to aespa songs https://t.co/RYhXhX0pN6;Opini/Ekspresi;forever obsessed with the emotion and drama karina s voice adds to aespa songs https://t.co/ryhxhx0pn6;forever obsessed with the emotion and drama karina s voice adds to aespa songs;['forever', 'obsessed', 'with', 'the', 'emotion', 'and', 'drama', 'karina', 's', 'voice', 'adds', 'to', 'aespa', 'songs'];['forever', 'obsessed', 'emotion', 'drama', 'karina', 'voice', 'adds', 'songs'];['forever', 'obsessed', 'emotion', 'drama', 'karina', 'voice', 'adds', 'songs'];forever obsessed emotion drama karina voice adds songs
Thu Dec 18 07:54:35 +0000 2025;Another angle where Leo and Sangwon left standing when aespa arrive at their seats while the other members were already sitting. They're so cute aigoo they look like ald1's parents https://t.co/8J8Pr89IUh;Opini/Ekspresi;another angle where leo and sangwon left standing when aespa arrive at their seats while the other members were already sitting. they're so cute aigoo they look like ald1's parents https://t.co/8j8pr89iuh;another angle where leo and sangwon left standing when aespa arrive at their seats while the other members were already sitting they re so cute aigoo they look like ald s parents;['another', 'angle', 'where', 'leo', 'and', 'sangwon', 'left', 'standing', 'when', 'aespa', 'arrive', 'at', 'their', 'seats', 'while', 'the', 'other', 'members', 'were', 'already', 'sitting', 'they', 're', 'so', 'cute', 'aigoo', 'they', 'look', 'like', 'ald', 's', 'parents'];['another', 'angle', 'leo', 'sangwon', 'left', 'standing', 'arrive', 'seats', 'members', 'already', 'sitting', 'cute', 'aigoo', 'look', 'like', 'ald', 'parents'];['another', 'angle', 'leo', 'sangwon', 'left', 'standing', 'arrive', 'seats', 'members', 'already', 'sitting', 'cute', 'aigoo', 'look', 'like', 'ald', 'parents'];another angle leo sangwon left standing arrive seats members already sitting cute aigoo look like ald parents
Mon Dec 22 08:13:53 +0000 2025;aespa has reached the level of popularity where no matter what the conversation is about the main topic is always them.;Opini/Ekspresi;aespa has reached the level of popularity where no matter what the conversation is about the main topic is always them.;aespa has reached the level of popularity where no matter what the conversation is about the main topic is always them;['aespa', 'has', 'reached', 'the', 'level', 'of', 'popularity', 'where', 'no', 'matter', 'what', 'the', 'conversation', 'is', 'about', 'the', 'main', 'topic', 'is', 'always', 'them'];['reached', 'level', 'popularity', 'matter', 'conversation', 'main', 'topic', 'always'];['reached', 'level', 'popularity', 'matter', 'conversation', 'main', 'topic', 'always'];reached level popularity matter conversation main topic always
Tue Dec 16 03:47:59 +0000 2025;After checking accounts (bots) retweeting hate tweets about AESPA and NJZ (themselves victim of smear campaigns) we found that many of the same bots are also present in the retweets of hate tweets against HJ. A few examples shown in this screenshot https://t.co/DBd7LNwX0z;Opini/Ekspresi;after checking accounts (bots) retweeting hate tweets about aespa and njz (themselves victim of smear campaigns) we found that many of the same bots are also present in the retweets of hate tweets against hj. a few examples shown in this screenshot https://t.co/dbd7lnwx0z;after checking accounts bots retweeting hate tweets about aespa and njz themselves victim of smear campaigns we found that many of the same bots are also present in the retweets of hate tweets against hj a few examples shown in this screenshot;['after', 'checking', 'accounts', 'bots', 'retweeting', 'hate', 'tweets', 'about', 'aespa', 'and', 'njz', 'themselves', 'victim', 'of', 'smear', 'campaigns', 'we', 'found', 'that', 'many', 'of', 'the', 'same', 'bots', 'are', 'also', 'present', 'in', 'the', 'retweets', 'of', 'hate', 'tweets', 'against', 'hj', 'a', 'few', 'examples', 'shown', 'in', 'this', 'screenshot'];['checking', 'accounts', 'bots', 'retweeting', 'hate', 'tweets', 'njz', 'victim', 'smear', 'campaigns', 'found', 'many', 'bots', 'also', 'present', 'retweets', 'hate', 'tweets', 'hj', 'examples', 'shown', 'screenshot'];['checking', 'accounts', 'bots', 'retweeting', 'hate', 'tweets', 'njz', 'victim', 'smear', 'campaigns', 'found', 'many', 'bots', 'also', 'present', 'retweets', 'hate', 'tweets', 'hj', 'examples', 'shown', 'screenshot'];checking accounts bots retweeting hate tweets njz victim smear campaigns found many bots also present retweets hate tweets hj examples shown screenshot
Tue Dec 23 11:51:38 +0000 2025;aespa is busy coordinating MMA and giving up their seats to sit right at the corner and you're telling me they are mean girls? â€ï¸ https://t.co/mNilJTKbFE;Opini/Ekspresi;aespa is busy coordinating mma and giving up their seats to sit right at the corner and you're telling me they are mean girls? â€ï¸ https://t.co/mniljtkbfe;aespa is busy coordinating mma and giving up their seats to sit right at the corner and you re telling me they are mean girls;['aespa', 'is', 'busy', 'coordinating', 'mma', 'and', 'giving', 'up', 'their', 'seats', 'to', 'sit', 'right', 'at', 'the', 'corner', 'and', 'you', 're', 'telling', 'me', 'they', 'are', 'mean', 'girls'];['busy', 'coordinating', 'mma', 'giving', 'seats', 'sit', 'right', 'corner', 'telling', 'mean', 'girls'];['busy', 'coordinating', 'mma', 'giving', 'seats', 'sit', 'right', 'corner', 'telling', 'mean', 'girls'];busy coordinating mma giving seats sit right corner telling mean girls
Mon Dec 22 04:09:36 +0000 2025;Hearts2Hearts with aespa sunbaenim! https://t.co/4zXjG12hXi;Interaksi Fandom;hearts2hearts with aespa sunbaenim! https://t.co/4zxjg12hxi;hearts hearts with aespa sunbaenim;['hearts', 'hearts', 'with', 'aespa', 'sunbaenim'];['hearts', 'hearts', 'sunbaenim'];['hearts', 'hearts', 'sunbaenim'];hearts hearts sunbaenim
Sat Dec 20 08:39:01 +0000 2025;Wing doing a random Dirty Work - Aespa &amp;Informasi;wing doing a random dirty work - aespa &amp;wing doing a random dirty work aespa amp;['wing', 'doing', 'a', 'random', 'dirty', 'work', 'aespa', 'amp'];['wing', 'random', 'dirty', 'work'];['wing', 'random', 'dirty', 'work'];wing random dirty work
Sat Dec 20 19:17:10 +0000 2025;shotaro giving a thumbs up to aespa after winning global artist &amp;Interaksi Fandom;shotaro giving a thumbs up to aespa after winning global artist &amp;shotaro giving a thumbs up to aespa after winning global artist amp;['shotaro', 'giving', 'a', 'thumbs', 'up', 'to', 'aespa', 'after', 'winning', 'global', 'artist', 'amp'];['shotaro', 'giving', 'thumbs', 'winning', 'global', 'artist'];['shotaro', 'giving', 'thumbs', 'winning', 'global', 'artist'];shotaro giving thumbs winning global artist
Sun Dec 21 13:54:09 +0000 2025;There weren t enough seats so Karina let Hearts2Hearts sit in aespa s seats https://t.co/Tgrh3WGwT6;Interaksi Fandom;there weren t enough seats so karina let hearts2hearts sit in aespa s seats https://t.co/tgrh3wgwt6;there weren t enough seats so karina let hearts hearts sit in aespa s seats;['there', 'weren', 't', 'enough', 'seats', 'so', 'karina', 'let', 'hearts', 'hearts', 'sit', 'in', 'aespa', 's', 'seats'];['enough', 'seats', 'karina', 'let', 'hearts', 'hearts', 'sit', 'seats'];['enough', 'seats', 'karina', 'let', 'hearts', 'hearts', 'sit', 'seats'];enough seats karina let hearts hearts sit seats
